"loan_amnt","term","int_rate","emp_length","home_ownership","annual_inc","verification_status","issue_d","purpose","addr_state","dti","delinq_2yrs","revol_util","total_acc","bad_loan","credit_length"
18000," 60 months",16.45,3,"MORTGAGE",120000,"verified",1277942400000,"credit_card","PA",15,1,82.6,26,0,17
10200," 36 months",17.27,0,"MORTGAGE",40000,"not verified",1320105600000,"debt_consolidation","LA",15.39,0,73.8,13,0,4
25000," 36 months",10.71,0,"MORTGAGE",52000,"not verified",1204329600000,"credit_card","GA",11.86,0,8.3,8,1,5
12000," 36 months",16,5,"RENT",48000,"verified",1246406400000,"educational","PA",13.26,0,61.1,23,0,5
16000," 60 months",11.49,9,"MORTGAGE",72000,"verified",1306886400000,"debt_consolidation","CA",16.75,0,13.4,18,0,17
8000," 36 months",10.99,3,"RENT",28000,"verified",1.27008e+12,"small_business","IL",21.39,0,62.1,18,1,14
4500," 36 months",7.49,10,"MORTGAGE",48000,"verified",1.304208e+12,"debt_consolidation","NC",11.6,1,25.7,22,1,12
8000," 36 months",10.95,2,"MORTGAGE",75000,"verified",1.230768e+12,"debt_consolidation","OR",23.25,0,55.8,25,0,18
2400," 36 months",14.25,0,"RENT",60456,"not verified",1199145600000,"credit_card","TN",22.93,0,93,36,0,17
8400," 36 months",15.05,1,"RENT",75000,"verified",1235865600000,"debt_consolidation","VA",7.12,0,0.2,9,0,6
12800," 60 months",18.25,10,"RENT",45000,"verified",1320105600000,"debt_consolidation","TX",20.4,0,61.6,22,0,11
9175," 36 months",10.99,0,"MORTGAGE",125000,"verified",1314835200000,"debt_consolidation","TX",19.33,0,94,37,0,12
18000," 36 months",11.11,3,"MORTGAGE",95000,"verified",1.29384e+12,"debt_consolidation","WI",16.02,0,56.7,34,0,15
7000," 36 months",10.65,2,"MORTGAGE",90000,"not verified",1314835200000,"home_improvement","TX",8.45,0,48.1,16,0,5
5000," 36 months",12.98,5,"RENT",51000,"verified",1291161600000,"major_purchase","TX",13.65,0,0,20,0,15
25000," 36 months",10.39,3,"MORTGAGE",90000,"not verified",1204329600000,"debt_consolidation","NJ",13.28,0,10.9,22,0,9
4200," 36 months",16.02,8,"MORTGAGE",38496,"not verified",1296518400000,"other","VA",14.87,1,95.8,8,1,11
5000," 36 months",8.49,5,"MORTGAGE",109000,"verified",1306886400000,"home_improvement","OH",11.55,0,64.8,38,0,24
12000," 36 months",6.03,10,"MORTGAGE",61000,"not verified",1320105600000,"debt_consolidation","GA",13.44,0,72.1,17,0,20
10000," 36 months",11.49,3,"MORTGAGE",80000,"verified",1314835200000,"small_business","VA",3.54,0,20.3,15,0,11
15000," 36 months",13.43,4,"RENT",57000,"verified",1.301616e+12,"debt_consolidation","TX",17.16,0,45,20,0,10
1600," 36 months",11.89,2,"RENT",82000,"not verified",1243814400000,"debt_consolidation","MO",18.13,1,94.1,29,0,15
9400," 60 months",7.66,3,"RENT",26000,"verified",1.301616e+12,"debt_consolidation","LA",18.14,0,15,27,0,12
24250," 60 months",11.86,10,"OWN",56000,"verified",1277942400000,"debt_consolidation","NY",19.93,0,48.5,25,0,12
10000," 60 months",13.23,2,"RENT",40000,"verified",1275350400000,"small_business","NY",3.48,0,8.1,8,0,10
25000," 60 months",11.49,3,"MORTGAGE",45996,"verified",1309478400000,"debt_consolidation","MI",2.5,0,20.5,35,0,10
5000," 36 months",10,4,"MORTGAGE",50000,"not verified",1.301616e+12,"home_improvement","GA",23.33,1,16.1,19,0,10
7200," 36 months",5.42,5,"RENT",60000,"verified",1298937600000,"credit_card","CA",15.78,0,26.6,37,0,18
12000," 36 months",16.45,9,"RENT",44004,"verified",1.272672e+12,"debt_consolidation","CA",22.47,0,94.5,32,0,8
4000," 36 months",8.49,10,"MORTGAGE",156000,"verified",1.304208e+12,"home_improvement","MD",10.64,0,66.3,20,0,34
17000," 36 months",8.88,8,"RENT",72194,"verified",1291161600000,"debt_consolidation","NY",15.18,0,49.7,41,0,12
6000," 60 months",13.06,2,"RENT",87492,"not verified",1.301616e+12,"car","AZ",23.44,0,84.5,67,0,17
3000," 36 months",11.83,2,"RENT",14400,"not verified",1.262304e+12,"other","AR",4.17,0,0,4,1,7
10000," 36 months",13.72,6,"RENT",85000,"verified",1288569600000,"debt_consolidation","NY",6.78,1,53.7,26,0,9
12000," 60 months",5.79,10,"MORTGAGE",74265,"verified",1285891200000,"major_purchase","NY",10.65,0,10.1,30,0,16
6000," 36 months",10.74,10,"MORTGAGE",57600,"verified",1.301616e+12,"wedding","OH",17.58,0,46.4,29,0,19
16000," 36 months",12.67,3,"RENT",91200,"not verified",1199145600000,"debt_consolidation","DC",10.13,1,79.8,19,1,15
10000," 36 months",14.27,0,"RENT",62000,"verified",1322697600000,"debt_consolidation","NY",20.94,0,62.7,33,0,19
1800," 36 months",13.55,0,"MORTGAGE",57000,"verified",1214870400000,"other","MD",11.22,0,98.5,21,0,13
15000," 36 months",12.61,8,"RENT",31680,"verified",1291161600000,"small_business","NJ",13.11,0,51.7,14,1,7
7750," 60 months",16.4,10,"RENT",36000,"not verified",1.29384e+12,"credit_card","CA",21.6,0,70.1,24,0,31
1800," 36 months",12.99,3,"MORTGAGE",48000,"verified",1.304208e+12,"major_purchase","GA",24.7,0,57.6,13,1,9
6400," 36 months",9.63,1,"RENT",43000,"not verified",1246406400000,"wedding","SC",21.01,0,11.9,14,0,10
30000," 36 months",7.9,2,"MORTGAGE",120000,"verified",1314835200000,"debt_consolidation","AL",16.15,0,68.7,30,0,24
10000," 36 months",9.63,9,"OWN",43200,"not verified",1243814400000,"home_improvement","CO",8.94,0,38.4,14,0,22
15000," 36 months",15.65,10,"MORTGAGE",322400,"verified",1249084800000,"debt_consolidation","GA",15.58,0,82.4,53,0,28
10000," 60 months",14.91,2,"RENT",70000,"verified",1298937600000,"debt_consolidation","NY",10.95,0,86.1,11,1,9
9600," 36 months",11.89,4,"RENT",35400,"not verified",1246406400000,"car","VA",21.15,0,44.4,36,0,10
15000," 36 months",6.91,5,"RENT",48000,"verified",1291161600000,"credit_card","CA",9.7,0,37.8,21,0,11
11000," 60 months",15.21,2,"MORTGAGE",59004,"verified",1277942400000,"home_improvement","AZ",14.7,0,35.3,38,0,9
24250," 60 months",18.62,2,"RENT",60000,"verified",1.29384e+12,"debt_consolidation","RI",22.74,0,91.7,27,0,7
7000," 36 months",13.35,4,"RENT",47000,"verified",1288569600000,"vacation","WA",4.8,0,90.2,13,0,16
8000," 36 months",6.03,7,"MORTGAGE",38496,"not verified",1314835200000,"debt_consolidation","AZ",14.4,0,21.5,40,0,18
14000," 36 months",14.27,0,"RENT",80000,"not verified",1322697600000,"credit_card","NY",3.3,0,59,14,0,6
9000," 36 months",10.65,4,"RENT",44640,"not verified",1317427200000,"debt_consolidation","FL",24.27,0,85.7,36,0,11
3600," 60 months",16.89,1,"RENT",40000,"verified",1.304208e+12,"major_purchase","NY",8.07,0,40.1,18,1,11
2400," 36 months",14.72,2,"OWN",78000,"verified",1280620800000,"car","PA",16.05,0,65.9,24,0,12
14000," 36 months",12.99,1,"MORTGAGE",116004,"verified",1309478400000,"debt_consolidation","DC",15.63,0,77,15,0,16
3600," 36 months",7.68,6,"MORTGAGE",46325,"not verified",1243814400000,"small_business","MA",8.96,0,24.2,27,0,23
12000," 60 months",17.51,10,"RENT",70000,"not verified",1.29384e+12,"other","NY",20.69,0,81.8,21,1,16
9600," 36 months",14.17,7,"MORTGAGE",72000,"not verified",1298937600000,"debt_consolidation","NV",14.27,0,52.4,21,0,11
6850," 36 months",7.14,1,"RENT",60000,"not verified",1264982400000,"other","TX",13.94,0,2,19,0,17
4500," 36 months",10.95,0,"MORTGAGE",41000,"not verified",1.241136e+12,"other","SC",13.26,0,33,12,0,6
6000," 60 months",21.14,3,"MORTGAGE",42000,"verified",1288569600000,"debt_consolidation","NJ",1.27,2,60.3,18,1,10
12300," 36 months",12.53,1,"MORTGAGE",31200,"verified",1249084800000,"debt_consolidation","TX",22.12,0,77.3,13,0,6
10000," 36 months",9.99,5,"RENT",125000,"not verified",1314835200000,"debt_consolidation","FL",22.95,0,61.9,42,0,12
10000," 36 months",10.65,2,"RENT",64125,"verified",1317427200000,"debt_consolidation","IL",9.11,0,44.8,20,0,6
12000," 36 months",7.88,3,"RENT",57000,"not verified",1280620800000,"vacation","VA",13.96,0,3.1,31,1,15
1500," 36 months",14.7,1,"RENT",25000,"not verified",1193875200000,"other","MD",3.84,1,61.9,6,0,4
18900," 36 months",10.59,10,"MORTGAGE",85800,"verified",1312156800000,"debt_consolidation","OH",18.43,0,24.1,16,0,14
4475," 36 months",15.27,3,"RENT",43680,"not verified",1322697600000,"credit_card","CO",18.79,0,33.5,29,0,11
7500," 36 months",8,2,"RENT",40000,"not verified",1204329600000,"other","GA",5.22,0,0,25,0,15
14000," 36 months",7.88,10,"MORTGAGE",70000,"not verified",1264982400000,"debt_consolidation","NJ",14.37,0,20.8,26,0,18
14000," 36 months",16,2,"RENT",75000,"verified",1249084800000,"debt_consolidation","PA",16.32,0,65,19,0,11
10000," 36 months",8.59,4,"RENT",73000,"verified",1249084800000,"major_purchase","OH",6.87,0,13,24,0,10
20375," 60 months",17.27,5,"MORTGAGE",62510,"verified",1320105600000,"debt_consolidation","NC",21.52,0,27.2,27,0,19
11000," 36 months",7.29,8,"MORTGAGE",55400,"verified",1296518400000,"credit_card","MN",11.5,0,33.8,20,0,9
10000," 36 months",11.66,10,"MORTGAGE",49600,"not verified",1.201824e+12,"debt_consolidation","CA",8.4,0,93.9,9,0,9
4700," 36 months",12.09,0,"RENT",40000,"verified",1222819200000,"debt_consolidation","CA",21.93,0,49.5,19,0,12
20000," 36 months",17.51,3,"MORTGAGE",80600,"verified",1.29384e+12,"debt_consolidation","MA",13.61,0,98.5,35,0,22
16000," 60 months",10.99,10,"MORTGAGE",65000,"not verified",1314835200000,"medical","GA",23.15,0,84.6,27,0,19
5000," 36 months",15.33,1,"OWN",28800,"verified",1.27008e+12,"debt_consolidation","NY",18.92,0,44.9,12,0,4
3000," 36 months",11.11,3,"MORTGAGE",80000,"not verified",1.29384e+12,"small_business","TX",18.29,0,42.6,22,0,10
5000," 36 months",6.62,2,"MORTGAGE",124800,"not verified",1317427200000,"car","IL",11.24,0,16,25,0,17
4000," 36 months",13.35,3,"MORTGAGE",128400,"not verified",1288569600000,"major_purchase","MD",8.65,0,99.9,21,0,17
7000," 60 months",13.98,5,"OWN",25000,"not verified",1275350400000,"debt_consolidation","NY",12.91,0,85.7,4,0,7
4625," 60 months",11.12,3,"RENT",26000,"not verified",1283299200000,"car","CA",14.31,0,17.1,5,1,16
7000," 36 months",7.43,10,"MORTGAGE",33000,"not verified",1199145600000,"wedding","OH",10.04,0,2.1,30,0,10
25000," 36 months",7.9,10,"MORTGAGE",2e+05,"verified",1320105600000,"home_improvement","MA",0,0,0,14,0,23
5300," 36 months",11.14,3,"MORTGAGE",1e+05,"not verified",1254355200000,"debt_consolidation","UT",8.47,0,89.9,32,0,13
12000," 36 months",10.38,0,"RENT",75000,"not verified",1283299200000,"credit_card","AZ",22.29,0,42.8,35,0,13
8000," 36 months",11.89,10,"MORTGAGE",60000,"not verified",1228089600000,"debt_consolidation","IL",19.52,0,69,56,0,13
5000," 36 months",13.48,3,"RENT",32760,"not verified",1.272672e+12,"debt_consolidation","LA",22.38,0,6.2,30,0,16
5000," 36 months",11.91,2,"RENT",36933,"verified",1217548800000,"debt_consolidation","CA",19.77,0,55.3,20,0,12
7000," 36 months",15.96,7,"RENT",34000,"verified",1322697600000,"credit_card","CA",6.35,0,60.5,6,0,4
8500," 36 months",5.79,9,"MORTGAGE",95000,"not verified",1298937600000,"debt_consolidation","MN",13.6,0,24,48,0,19
6000," 36 months",11.99,2,"OWN",19200,"verified",1.304208e+12,"credit_card","MI",14.19,0,81.4,15,0,5
14400," 60 months",20.3,0,"RENT",77500,"verified",1320105600000,"debt_consolidation","CT",14.2,0,95,17,0,9
7000," 36 months",15.7,3,"RENT",47500,"verified",1.27008e+12,"other","NV",10.64,0,37.9,36,1,12
16000," 36 months",13.49,5,"RENT",51600,"verified",1309478400000,"debt_consolidation","TX",3.65,0,36.8,36,0,13
4500," 36 months",14.84,2,"MORTGAGE",110000,"verified",1283299200000,"car","SC",12.44,1,24.6,25,0,8
2000," 60 months",13.06,10,"MORTGAGE",42000,"not verified",1.29384e+12,"medical","NC",24.83,0,85.5,36,0,18
5400," 36 months",13.16,1,"RENT",50725,"verified",1246406400000,"other","NY",5.49,1,27.6,5,0,5
10000," 36 months",11.71,5,"RENT",92000,"verified",1317427200000,"debt_consolidation","NY",21.76,0,97.8,30,0,11
13000," 60 months",15.65,1,"RENT",53000,"not verified",1298937600000,"debt_consolidation","CO",23.66,0,74.7,23,0,10
1800," 36 months",6.92,3,"RENT",14400,"not verified",1296518400000,"moving","FL",6.42,0,1.1,19,0,6
11000," 36 months",10.59,10,"MORTGAGE",36000,"verified",1309478400000,"other","TX",11.13,0,71.1,15,0,10
15000," 36 months",14.26,0,"RENT",1e+05,"not verified",1259625600000,"other","NJ",1.09,0,72,5,0,8
8000," 36 months",9.63,2,"MORTGAGE",44000,"verified",1.29384e+12,"credit_card","KS",11.32,0,55.6,19,0,14
8725," 36 months",12.18,5,"RENT",29004,"not verified",1251763200000,"debt_consolidation","OH",20.31,0,36.9,17,0,8
11500," 36 months",13.48,2,"RENT",39600,"not verified",1.272672e+12,"debt_consolidation","CA",10.9,0,37.3,6,0,4
12000," 36 months",7.29,8,"MORTGAGE",140000,"verified",1.29384e+12,"debt_consolidation","NC",9.46,0,49.1,29,0,21
10000," 60 months",19.36,7,"MORTGAGE",65000,"not verified",1.29384e+12,"debt_consolidation","CA",6.65,1,94.2,11,1,13
20500," 36 months",18.67,4,"MORTGAGE",1e+05,"verified",1277942400000,"debt_consolidation","CA",15.36,0,92.5,37,0,17
9500," 36 months",7.51,7,"OWN",34800,"verified",1280620800000,"debt_consolidation","AL",24.62,0,28.7,17,0,23
15000," 36 months",11.03,6,"RENT",72000,"not verified",1204329600000,"debt_consolidation","NJ",6.5,0,27.3,14,0,3
6700," 36 months",13.49,6,"RENT",53000,"not verified",1306886400000,"debt_consolidation","FL",12.43,0,65.3,19,0,8
10500," 60 months",13.23,3,"RENT",52400,"verified",1283299200000,"educational","IL",4.6,0,34.4,11,0,9
4000," 60 months",13.61,7,"MORTGAGE",55000,"not verified",1275350400000,"debt_consolidation","MA",9.95,0,11,16,0,8
15000," 36 months",13.49,10,"RENT",60000,"verified",1322697600000,"credit_card","NY",7.8,1,80.9,30,0,19
5000," 36 months",9.99,8,"RENT",45000,"not verified",1314835200000,"small_business","CA",6.4,0,27,10,1,5
12000," 60 months",15.27,10,"MORTGAGE",54000,"not verified",1322697600000,"debt_consolidation","PA",12.47,0,66.6,29,1,12
5000," 36 months",6.03,10,"MORTGAGE",65000,"not verified",1317427200000,"credit_card","OH",23.13,0,39.3,33,1,11
25000," 60 months",13.49,8,"MORTGAGE",108900,"verified",1312156800000,"debt_consolidation","IL",6.49,0,29.1,37,1,12
6400," 36 months",8.59,5,"MORTGAGE",61193.6,"not verified",1254355200000,"debt_consolidation","AL",7.9,0,8.2,10,0,7
15000," 60 months",15.27,6,"MORTGAGE",32976,"not verified",1320105600000,"debt_consolidation","PA",17.9,0,56.8,37,1,13
14400," 60 months",10.99,10,"MORTGAGE",112008,"not verified",1.304208e+12,"debt_consolidation","KS",14.08,0,29.8,39,0,13
10000," 60 months",11.99,6,"MORTGAGE",42000,"verified",1.304208e+12,"wedding","CA",15.31,0,21.8,14,0,6
15000," 60 months",18.25,2,"MORTGAGE",43000,"verified",1314835200000,"debt_consolidation","NC",19.56,0,97.4,17,1,10
5000," 36 months",9.01,1,"RENT",73000,"not verified",1.183248e+12,"credit_card","VA",9.96,0,37.6,28,0,8
7500," 36 months",8,3,"RENT",160000,"not verified",1.2096e+12,"major_purchase","IL",9.98,0,27.9,42,0,16
20000," 36 months",14.96,5,"MORTGAGE",80000,"not verified",1264982400000,"credit_card","MO",20.76,0,87.4,23,0,9
7200," 36 months",14.17,10,"MORTGAGE",79632,"verified",1296518400000,"home_improvement","AL",12.25,1,47.8,17,0,12
25000," 36 months",14.59,0,"RENT",170004,"verified",1.272672e+12,"other","MO",11.23,0,53,47,0,14
3000," 36 months",14.75,0,"OTHER",36000,"not verified",1214870400000,"debt_consolidation","NV",15.87,1,86.8,7,1,6
12250," 60 months",13.98,3,"OWN",34000,"not verified",1285891200000,"debt_consolidation","FL",22.55,0,61.4,13,1,6
10000," 36 months",8.49,2,"MORTGAGE",45912,"verified",1.304208e+12,"credit_card","OR",8.73,0,68.2,19,1,15
16000," 36 months",14.22,2,"MORTGAGE",45000,"not verified",1267401600000,"home_improvement","VA",8.53,0,79.5,22,1,16
10800," 36 months",10.99,4,"RENT",48000,"not verified",1309478400000,"debt_consolidation","CA",17.9,1,49.7,27,0,12
10000," 36 months",13.49,5,"MORTGAGE",39216,"not verified",1.304208e+12,"debt_consolidation","CA",9.94,0,47.1,31,0,11
5000," 36 months",7.88,5,"RENT",75000,"not verified",1280620800000,"debt_consolidation","CA",12.83,0,31.1,29,0,9
5500," 36 months",11.71,1,"RENT",33600,"not verified",1317427200000,"credit_card","SC",8.93,0,69.1,15,0,6
3300," 36 months",7.51,10,"MORTGAGE",65000,"verified",1314835200000,"major_purchase","MA",11.26,0,34.8,21,0,12
9600," 60 months",16.32,10,"RENT",100400,"not verified",1283299200000,"other","LA",20.13,2,62.8,36,1,11
7200," 36 months",14.96,10,"MORTGAGE",30000,"not verified",1.27008e+12,"other","NY",10.08,1,89.8,5,1,22
4000," 36 months",14.35,0,"RENT",63500,"verified",1277942400000,"other","GA",19.5,1,11.4,24,0,8
10000," 36 months",13.49,10,"MORTGAGE",50000,"not verified",1322697600000,"credit_card","CA",5.88,1,47.6,15,0,13
12000," 60 months",16.32,1,"RENT",45000,"verified",1283299200000,"debt_consolidation","VA",14.88,0,83.1,15,0,5
5000," 36 months",8.94,2,"RENT",24000,"not verified",1254355200000,"debt_consolidation","CA",19.2,0,56.5,9,0,5
30000," 36 months",17.99,4,"MORTGAGE",124000,"verified",1314835200000,"debt_consolidation","CO",19.95,0,85.9,41,0,17
21000," 36 months",12.62,2,"RENT",150000,"verified",1309478400000,"moving","IL",11.5,0,15.6,28,0,11
2000," 36 months",11.49,3,"RENT",50000,"verified",1275350400000,"major_purchase","IL",6.5,1,4.3,15,0,13
5200," 36 months",13.99,5,"MORTGAGE",60000,"verified",1309478400000,"debt_consolidation","CA",23.18,0,94.7,39,1,25
10000," 36 months",15.68,3,"MORTGAGE",63000,"not verified",1228089600000,"small_business","IL",7.03,0,80.8,15,1,6
9000," 36 months",8.49,0,"RENT",55070,"verified",1306886400000,"debt_consolidation","DC",25.08,0,21,25,0,14
6000," 36 months",14.54,7,"MORTGAGE",55777,"verified",1.29384e+12,"debt_consolidation","TX",22.96,2,39.2,30,0,23
15000," 36 months",10.99,9,"MORTGAGE",120000,"verified",1.304208e+12,"other","WA",8.15,0,30.5,57,0,14
1400," 60 months",11.12,2,"MORTGAGE",30240,"verified",1275350400000,"home_improvement","LA",22.38,0,2.5,16,1,11
6600," 36 months",6.92,6,"MORTGAGE",51000,"verified",1298937600000,"car","TX",6.47,0,37.9,20,0,16
1500," 36 months",10.74,6,"RENT",80000,"verified",1298937600000,"vacation","CA",21.64,0,95.3,20,0,13
32000," 60 months",12.42,10,"OWN",62400,"verified",1317427200000,"credit_card","TX",7.38,0,16.5,7,0,29
5600," 36 months",8,3,"MORTGAGE",75000,"verified",1.238544e+12,"wedding","AZ",13.31,0,0,31,0,15
8800," 36 months",7.88,NA,"MORTGAGE",125000,"not verified",1275350400000,"credit_card","AZ",5.84,0,53.9,27,0,31
7000," 36 months",16.35,1,"OWN",31200,"not verified",1254355200000,"home_improvement","VA",17.19,3,33.29,9,0,29
9000," 36 months",14.65,1,"RENT",38000,"verified",1322697600000,"debt_consolidation","IL",19.55,0,92.2,19,0,11
10000," 36 months",15.27,10,"RENT",55000,"verified",1322697600000,"small_business","NY",0.89,0,18.1,26,0,11
20000," 60 months",14.17,5,"RENT",75000,"verified",1296518400000,"other","OH",10.24,0,8.5,36,0,15
6000," 36 months",12.42,4,"RENT",92000,"not verified",1322697600000,"car","IL",10.6,0,82.5,18,0,11
1000," 36 months",12.61,10,"MORTGAGE",50000,"not verified",1.29384e+12,"debt_consolidation","AR",22.22,0,38.6,20,0,16
9600," 36 months",13.85,2,"RENT",90000,"not verified",1264982400000,"debt_consolidation","CA",4.95,0,70,23,0,12
12000," 36 months",7.91,0,"RENT",42000,"verified",1306886400000,"credit_card","CA",4.51,0,9.9,28,0,14
11000," 36 months",5.42,7,"MORTGAGE",43200,"verified",1291161600000,"credit_card","WV",6.19,0,46.9,25,0,13
15000," 36 months",6.54,3,"MORTGAGE",94000,"verified",1285891200000,"debt_consolidation","GA",9.47,0,24.6,32,0,19
12000," 60 months",12.69,10,"MORTGAGE",63000,"not verified",1322697600000,"debt_consolidation","CA",20.67,0,64.1,45,1,25
10475," 36 months",17.54,5,"RENT",31000,"not verified",1191196800000,"debt_consolidation","MO",22.37,0,82.4,15,1,12
16000," 36 months",17.27,10,"RENT",96000,"verified",1317427200000,"credit_card","CA",12.1,0,70.7,11,0,12
8000," 36 months",12.92,0,"MORTGAGE",84600,"not verified",1.201824e+12,"credit_card","WA",27.45,0,62.4,36,0,16
10000," 36 months",11.14,2,"MORTGAGE",21600,"verified",1249084800000,"other","CT",8.28,0,10.3,19,0,5
22800," 60 months",22.06,0,"MORTGAGE",53000,"verified",1320105600000,"small_business","CA",23.41,1,98.6,7,0,9
4525," 36 months",7.51,NA,"OWN",24960,"not verified",1283299200000,"other","AL",0.34,0,0,20,0,23
7000," 36 months",7.51,1,"RENT",110000,"verified",1.27008e+12,"major_purchase","CT",18.83,0,2.3,22,0,7
10000," 36 months",10.65,NA,"MORTGAGE",36588,"not verified",1314835200000,"debt_consolidation","AZ",8.63,0,16.2,22,0,25
9000," 36 months",11.14,8,"MORTGAGE",40000,"not verified",1259625600000,"debt_consolidation","OH",9.9,1,25.5,29,0,15
10000," 60 months",11.49,7,"MORTGAGE",110000,"verified",1283299200000,"major_purchase","CA",23.69,0,67.4,47,0,25
